@RELATION DepthMaps 
@ATTRIBUTE dynamic_shape_context0 numeric
@ATTRIBUTE dynamic_shape_context1 numeric
@ATTRIBUTE dynamic_shape_context2 numeric
@ATTRIBUTE dynamic_shape_context3 numeric
@ATTRIBUTE dynamic_shape_context4 numeric
@ATTRIBUTE dynamic_shape_context5 numeric
@ATTRIBUTE dynamic_shape_context6 numeric
@ATTRIBUTE dynamic_shape_context7 numeric
@ATTRIBUTE dynamic_shape_context8 numeric
@ATTRIBUTE dynamic_shape_context9 numeric
@ATTRIBUTE dynamic_shape_context10 numeric
@ATTRIBUTE dynamic_shape_context11 numeric
@ATTRIBUTE dynamic_shape_context12 numeric
@ATTRIBUTE dynamic_shape_context13 numeric
@ATTRIBUTE dynamic_shape_context14 numeric
@ATTRIBUTE dynamic_shape_context15 numeric
@ATTRIBUTE dynamic_shape_context16 numeric
@ATTRIBUTE dynamic_shape_context17 numeric
@ATTRIBUTE dynamic_shape_context18 numeric
@ATTRIBUTE dynamic_shape_context19 numeric
@ATTRIBUTE dynamic_shape_context20 numeric
@ATTRIBUTE dynamic_shape_context21 numeric
@ATTRIBUTE dynamic_shape_context22 numeric
@ATTRIBUTE dynamic_shape_context23 numeric
@ATTRIBUTE dynamic_shape_context24 numeric
@ATTRIBUTE dynamic_shape_context25 numeric
@ATTRIBUTE dynamic_shape_context26 numeric
@ATTRIBUTE dynamic_shape_context27 numeric
@ATTRIBUTE dynamic_shape_context28 numeric
@ATTRIBUTE dynamic_shape_context29 numeric
@ATTRIBUTE dynamic_shape_context30 numeric
@ATTRIBUTE dynamic_shape_context31 numeric
@ATTRIBUTE dynamic_shape_context32 numeric
@ATTRIBUTE dynamic_shape_context33 numeric
@ATTRIBUTE dynamic_shape_context34 numeric
@ATTRIBUTE dynamic_shape_context35 numeric
@ATTRIBUTE dynamic_shape_context36 numeric
@ATTRIBUTE dynamic_shape_context37 numeric
@ATTRIBUTE dynamic_shape_context38 numeric
@ATTRIBUTE dynamic_shape_context39 numeric
@ATTRIBUTE dynamic_shape_context40 numeric
@ATTRIBUTE dynamic_shape_context41 numeric
@ATTRIBUTE dynamic_shape_context42 numeric
@ATTRIBUTE dynamic_shape_context43 numeric
@ATTRIBUTE dynamic_shape_context44 numeric
@ATTRIBUTE dynamic_shape_context45 numeric
@ATTRIBUTE dynamic_shape_context46 numeric
@ATTRIBUTE dynamic_shape_context47 numeric
@ATTRIBUTE dynamic_shape_context48 numeric
@ATTRIBUTE dynamic_shape_context49 numeric
@ATTRIBUTE class { A B C D E F G H I J K L M N O P Q R S T U V  } 

 @DATA 
-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,-0.138340,K
-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,-0.140231,K
-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,-0.141215,K
-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,-0.138448,K
-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,-0.141653,K
-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,-0.138082,K
-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,-0.139228,K
-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,-0.137173,K
-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,-0.136529,K
-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,-0.138626,K
-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,-0.138259,K
-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,-0.140061,K
-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,-0.139086,K
-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,-0.137015,K
-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,-0.134947,K
-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,-0.133585,K
-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,-0.137817,K
-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,-0.138077,K
-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,-0.138627,K
-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,-0.136889,K
-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,-0.138657,K
-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,-0.136867,K
-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,-0.139997,K
-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,-0.137808,K
-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,-0.139357,K
-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,-0.137842,L
-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,-0.139566,L
-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,-0.140515,L
-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,-0.138486,L
-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,-0.134860,L
-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,-0.138860,L
-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,-0.137964,L
-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,-0.137863,L
-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,-0.137956,L
-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,-0.138243,L
-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,-0.138312,L
-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,L
-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,-0.139100,L
-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,-0.138525,L
-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,-0.137220,L
-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,-0.131962,L
-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,-0.133339,L
